,predicted_mean
2025-03-01,2.6111542642945467
2025-04-01,2.610360909969553
2025-05-01,2.6103933968835964
2025-06-01,2.6067447018207726
2025-07-01,2.608583170504064
2025-08-01,2.6000742356007134
2025-09-01,2.604331192611545
2025-10-01,2.627939362574171
2025-11-01,2.6481266975505604
2025-12-01,2.64288543608904
2026-01-01,2.637443294147033
2026-02-01,2.6182860921995292
