,predicted_mean
2025-03-01,3.0754005200462777
2025-04-01,3.0789944545913435
2025-05-01,3.087606891763007
2025-06-01,3.129708990664432
2025-07-01,3.128820983739374
2025-08-01,3.09178115667268
2025-09-01,3.0910872878496924
2025-10-01,3.095514477695296
2025-11-01,3.05954505484574
2025-12-01,3.013104447769811
2026-01-01,2.9437732522284454
2026-02-01,2.9402377285527335
