,predicted_mean
2025-03-01,0.315612182822355
2025-04-01,0.3290148616968944
2025-05-01,0.33366779242906563
2025-06-01,0.31972795571280227
2025-07-01,0.295566602028445
2025-08-01,0.28292774931771597
2025-09-01,0.2861245916909835
2025-10-01,0.2978260596998524
2025-11-01,0.37377061636531295
2025-12-01,0.410260450202613
2026-01-01,0.38404413263809645
2026-02-01,0.3673995449857662
