,predicted_mean
2025-03-01,0.06782073360724344
2025-04-01,0.06780166214172247
2025-05-01,0.0678313019710191
2025-06-01,0.06775344707984064
2025-07-01,0.0677023744487612
2025-08-01,0.06746502448937987
2025-09-01,0.06684567860523581
2025-10-01,0.06643950625205806
2025-11-01,0.06624844570038078
2025-12-01,0.06613219376311938
2026-01-01,0.06615678337514277
2026-02-01,0.06633065967062406
