,predicted_mean
2025-03-01,0.01356414672144869
2025-04-01,0.013560332428344493
2025-05-01,0.01356626039420382
2025-06-01,0.013550689415968127
2025-07-01,0.01354047488975224
2025-08-01,0.013493004897875973
2025-09-01,0.013369135721047162
2025-10-01,0.013287901250411615
2025-11-01,0.013249689140076156
2025-12-01,0.013226438752623876
2026-01-01,0.013231356675028555
2026-02-01,0.013266131934124811
