,predicted_mean
2025-03-01,1.4920561393593559
2025-04-01,1.4916365671178942
2025-05-01,1.4922886433624203
2025-06-01,1.490575835756494
2025-07-01,1.4894522378727464
2025-08-01,1.484230538766357
2025-09-01,1.4706049293151877
2025-10-01,1.4616691375452775
2025-11-01,1.4574658054083771
2025-12-01,1.4549082627886265
2026-01-01,1.455449234253141
2026-02-01,1.4592745127537292
