,predicted_mean
2025-03-01,0.03151694586951937
2025-04-01,0.03259323157095707
2025-05-01,0.032793472526277866
2025-06-01,0.03242932050693752
2025-07-01,0.0316616446514206
2025-08-01,0.03260585851065466
2025-09-01,0.03347774731401961
2025-10-01,0.031121405811794928
2025-11-01,0.02847269355858832
2025-12-01,0.02837324622275721
2026-01-01,0.02921026152371457
2026-02-01,0.0327788044189441
