,predicted_mean
2025-03-01,0.16567287078365306
2025-04-01,0.16821731642268675
2025-05-01,0.16036944560761707
2025-06-01,0.15868473899976113
2025-07-01,0.15484153431154327
2025-08-01,0.15943842797314026
2025-09-01,0.16521417375253328
2025-10-01,0.1691440886270532
2025-11-01,0.16553701787433783
2025-12-01,0.16443435615701174
2026-01-01,0.16244564245050788
2026-02-01,0.16329056953032128
